id,timestamp,student_id,grade,date_and_time_of_misbehavior,location_of_misbehavior,documenting_staff_id,documenting_staff,classroom_or_administrative_managed,type_of_misbehavior,narrative_description_of_misbehavior,consequence,reporting_staff_id,reporting_staff,d12_planning_completed,narrative_of_consequence
612,2014-01-15 10:12:00.000000,208,6,2014-01-15 09:15:00.000000,Classroom,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Confronted a student(Yesenia) about some roomers I heard that she was spreading around about me,Verbal warning with reminder of positive expectation,62,Mr. Alfredo,"A, B, C, D",accept the apology & talk it out with Yesenia before jumping into conclusion
613,2014-03-21 11:39:00.000000,249,5,2014-03-03 11:01:00.000000,Yoga classroom,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),Shonti thought Angel threw wood chips at her so she threw Angel on the wall.,,4,Ms. Chandra,"A, B, C, D","Shonti Laster  came to D-12, she did a plan and found out that Angel wasnt the one that threw a wood chip at her, She apologize to Angel."
614,2014-02-18 09:04:00.000000,41,2,2014-02-18 11:47:00.000000,Serenity circle,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"While Joey was playing soccer he accidentally kicked the ball into the parking lot.Xavier and a couple other students that were playing soccer starting pushing Joey for kicking the ball into the parking lot. Joey got very upset, push Xavier and then said, ""I'm going to kill you""!","Verbal warning with reminder of positive expectation, Lunch Detention",155,Ms. Priscilla,"A, B, C, D","Joey got sent to D-12, Joey spoke to Xavier and told him that ""he didn't mean to say what he said, but he just wanted people to stop pushing him""."
615,2014-01-28 14:48:00.000000,87,2,2014-01-27 10:15:00.000000,Gym,29,Mr. Black,Administrative,horse playing,Pushing a classmate and someone got hurt,Verbal warning with reminder of positive expectation,63,Mr.  Nunez,"A, B, C, D",sent to D-12 and not play like that. spoke about a time and place for everything
616,2014-02-18 09:21:00.000000,146,2,2014-01-24 11:40:00.000000,Serenity circle,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"Xavier Petterson was playing soccer with Joey and a couple other students. Joey kicked the ball over the fence into the parking lot. People started pushing Joey , I tripped and fell on Joey. Joey thought I was pushing him.",Verbal warning with reminder of positive expectation,155,Ms. Priscilla,"A, B, C, D",Xavier got sent to D-12 and he apologize to Joey for falling on him. He also let Joey know that he was not trying to push him.
617,2014-06-13 09:18:00.000000,183,8,2014-06-12 10:30:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Robert was showing major defiance in the classroom.,Nutrition Detention,15,Ms. Harwood,"A, B, C, D",Robert got sent to D12 and will have snack detention on 6/13/14 inside the D12 room.
618,2014-01-14 08:52:00.000000,172,10,2014-01-13 12:00:00.000000,Classroom,29,Mr. Black,Administrative,Verbal/Physical Intimidation (D12),"threw a paper at a student then push him.His reason for this, student put a note on his back",Verbal warning with reminder of positive expectation,172,Ms. Tyler,"A, B, C, D",cool down and made a plan
619,2014-03-21 11:06:00.000000,196,8,2014-03-04 10:37:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Eric Smith was mad about someone sitting in his ""non assigned seat"" and he tried to move them out of the seat.",Verbal warning with reminder of positive expectation,150,Ms. Linda,"A, B, C, D","Eric Smith was sent to D-12, he reflected on what he did and made a plan to get him back on track."
620,2014-03-10 10:32:00.000000,189,4,2014-03-05 10:15:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Ben was chewing gum in class so the teacher moved his pen. Ben was asked to owe his snack time for eating in class and that made him up sit.,"Brief 1:1 conference during passing period, Phone call/email/letter home",152,Ms. Naechia,"A, B, C, D",Ben got sent to D-12 and he made a plan with Mr.B on things he could do to cool down.
621,2014-01-28 15:09:00.000000,188,1,2014-01-07 12:45:00.000000,Gym,29,Mr. Black,Administrative,hit student accidentally,accidentally slapped student in her arm,Verbal warning with reminder of positive expectation,63,Mr.  Nunez,"A, B, C, D","Sent to D-12, spoke about other handshakes to do"
622,2014-11-24 11:16:00.000000,25,4,2014-10-17 12:38:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Victor came back from the restroom, walk in class and put the bathroom pass in a classmates face while the class was doing their work.",Phone call/email/letter home,152,Ms. Naechia,"A, B, C, D",Victor mom was called and he had lunch detention.
623,2014-04-08 11:14:00.000000,229,3,2014-04-01 10:56:00.000000,Lunch Recess,29,Mr. Black,Administrative,"Fighting (D12), Major Defiances (D12), Major Disruptions (D12)",Demario got into a physical dispute with Tay Tay. He says Tay Tay hit him first so he retaliated by punching Tay Tay in the stomach. It was all rooted in reaction to name calling.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",115,Ms. Priscilla,"A, B, C, D, E",Sent to D-12 and had a phone call home.
624,2014-08-25 11:16:00.000000,101,2,2014-07-22 09:44:00.000000,Classroom,29,Mr. Black,Administrative,Major Defiances (D12),Krystal was sent to D12 for not listening to the teacher and kicking the walls in the hallway has she was coming to D12.,Verbal warning with reminder of positive expectation,115,Ms. Priscilla,"A, B, C, D",Mr.Mo spoke to Krystal about the importance of positive expectation and what they look like. Sharing the importance of keeping OUR school in GREAT shape and showing RESPECT to others especially adults.
625,2014-03-13 09:38:00.000000,25,3,2014-02-28 13:04:00.000000,Went into the girls bathroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Victor walked into the girls bathroom. It is the second time he has done this. Followed another one of his male classmates.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home, In School Suspension",95,Ms. Diaz,"A, B, C, D","Phone call home, in school suspension and time in D-12. Reflected on the correct bathroom to walk into."
626,2014-03-03 12:44:00.000000,45,3,2014-02-21 13:22:00.000000,Classroom,29,Mr. Black,Administrative,"Fighting (D12), Major Defiances (D12), Major Disruptions (D12)",Celso got angry because other students got a hold of his bracelet and were throwing it so he punched one of the kids in the ribs.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home",88,Ms. Becca,"A, B, C, D",Sent to D-12 where he decided to apologize to the student he hit. There was also a phone call home to alert his parents about the incident.
627,2014-03-03 12:18:00.000000,236,5,2014-02-19 12:50:00.000000,Hallway,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Being rude to the teacher and running in the hallway, along with pushing another student.","Lunch Detention, Snack Detention",96,Ms. Dragomire,"A, B, C, D",D-12 detention during lunch and snack for 2 days.
628,2014-04-08 12:01:00.000000,60,6,2014-03-31 11:19:00.000000,Gym,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Yesenia wanted to take her friends backpack into the bathroom to check on it because she thought she heard something break, she also wanted to look in on her friend who was crying. FIT asked her not to, as did Ms. P. She went anyway and yelled at the staff.","Verbal warning with reminder of positive expectation, Phone call/email/letter home, Lunch Detention",13,FIT,"A, B, C, D, E",Apologize to staff and to her friend. Yesenia received lunch detention along with a phone call home.
629,2014-03-14 08:41:00.000000,190,7,2014-02-27 09:28:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Was being disrespectful to Mr. Luis.,"Verbal warning with reminder of positive expectation, Nutrition Detention",43,Mr. Luis,"A, B, C, D",Work on being respectful. Served detention at nutrition break.
630,2014-04-08 12:33:00.000000,256,3,2014-03-04 10:14:00.000000,Class,29,Mr. Black,Administrative,"Fighting (D12), Major Defiances (D12), Major Disruptions (D12)",Celso pushed Tay Tay and punched him twice.,"Verbal warning with reminder of positive expectation, Phone call/email/letter home, Lunch Detention",102,Ms. Idano,"A, B, C, D, E","Sent to D-12, lunch detention and a phone call home."
631,2014-03-03 12:01:00.000000,249,5,2014-02-19 13:38:00.000000,Hallway and Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Running in the hallway and playing around in the classroom.,"Lunch Detention, Snack Detention",96,Ms. Dragomire,"A, B, C, D",Apologized for behavior by writing a letter and committed to not running in the halls.
632,2014-03-03 13:26:00.000000,249,5,2014-02-24 13:52:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Excessive horse play, playing a tag game in the classroom.","Verbal warning with reminder of positive expectation, Reflection",119,Ms. Roxx,"A, B, C, D",Sent to D-12 to reflect on how to have better behavior in class.
633,2014-03-24 12:07:00.000000,248,4,2014-02-03 13:21:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",I was not doing my work,sit quietly,66,Mr. Keiley,"A, B, C, D",Was sent to D-12 and apologized and ask for a rest
634,2014-04-08 12:19:00.000000,267,5,2014-03-31 11:30:00.000000,Gym,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Deshawna was not following directions from staff and went through a classmates belongings because she thought she heard something break.,"Verbal warning with reminder of positive expectation, Reflection",13,FIT,"A, B, C, D, E",Sent to D-12. Reflect and apologize.
635,2014-03-14 08:37:00.000000,264,3,2014-02-28 12:41:00.000000,Restrooms,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Went into the girls restroom with another male student. They were playing follow the leader.,"Verbal warning with reminder of positive expectation, Nutrition Detention, Lunch Detention, Reflection",95,Ms. Diaz,"A, B, C, D",Received snack and lunch detention. Reflected on making better choices.
636,2014-03-03 13:47:00.000000,273,4,2014-02-06 20:40:00.000000,Yoga Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Angel was angry with another student for moving his card (classroom behavior card). He got very angry, slammed the door while yelling. He also went on to mess with his classmates shoes .","Verbal warning with reminder of positive expectation, Reflection",91,Ms. Chandra,"A, B, C, D",Put everyone's shoes back where they belonged and reflected on handling the situation in a positive way.
637,2014-03-12 10:35:00.000000,273,4,2014-03-04 11:31:00.000000,Gym,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Got mad playing dodgeball. Kicked a ball and walked out of the gym, then sat on the bleachers before being sent to D-12.","Verbal warning with reminder of positive expectation, Lunch Detention",45,Mr. Black,"A, B, C, D","Apologize to Mt. Mo for being rude, serve lunch detention and reflect on communicating in a respectful way."
638,2014-03-03 13:57:00.000000,43,5,2014-02-07 12:03:00.000000,Yoga,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Angel got a ball from the garden when the teacher had not given him permission to do so.,"Verbal warning with reminder of positive expectation, Lunch Detention",91,Ms. Chandra,"A, B, C, D, E",Reflect on following directions. Also spent lunch detention in D-12.
639,2014-03-03 12:10:00.000000,43,5,2014-02-19 11:10:00.000000,Yoga Class/ Playground,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Throwing woodchips at another student because the other student was throwing woodchips at him.,Lunch Detention,4,Ms. Chandra,"A, B, C, D",Sent to D-12 and received lunch detention.
640,2014-03-03 13:50:00.000000,73,9,2014-02-06 08:09:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)",Not doing work and showing disrespect to a guest of the teacher.,"Verbal warning with reminder of positive expectation, Reflection",118,Ms. Rodriguez,"A, B, C, D",Sent to D-12 to cool down and reflect on not giving attitude. Also came up with a plan to get work done even when it seems hard.
641,2014-11-05 10:08:00.000000,176,6,2014-11-05 10:00:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Alex S was being non production, talking to others, talking back to teacher, and playing in class with a soccer ball.",Verbal warning with reminder of positive expectation,109,Ms. Lopez,"A, B, C, D","Alex S was reminded about classroom rules and positive expectation. He shared that the work is hard for him and when things are hard he needs help. At the same time, when he start to feel that way he needs to raise his hand and communicate that with the teacher."
642,2014-03-13 09:00:00.000000,75,3,2014-02-28 13:40:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","He was eating, talking and drawing in class when he was supposed to be working. ( Drew a picture of a classmate farting)","Verbal warning with reminder of positive expectation, Reflect",95,Ms. Diaz,"A, B, C, D",Next time will ask teacher for more work or for permission to draw appropriate pictures.
643,2014-03-13 08:49:00.000000,75,3,2014-03-03 10:08:00.000000,Classroom,29,Mr. Black,Administrative,"Major Defiances (D12), Major Disruptions (D12)","Was one of his classmates ""gay"". Says the other students called him gay first so he was saying it back.",Verbal warning with reminder of positive expectation,95,Ms. Diaz,"A, B, C, D",Reflected on following classroom rules by not participating in name calling.
